name,path,activity,type,bodyPart,description,thumbnailUrl
2023 xb002,21296/Plan unique/2023_xb002.mp4,Dominadas,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps""",
2023 xl029,21296/Plan unique/2023_xl029.mp4,Extension de cadera,strength,"""Glúteos","""Glúteos, Corvas""",21296/Plan unique/images/87010223.png
2023 xl029m,21296/Plan unique/2023_xl029m.mp4,Extension de cadera con piernas dobladas,strength,"""Glúteos","""Glúteos, Corvas""",21296/Plan unique/images/87010222.png
2023 xl038,21296/Plan unique/2023_xl038.mp4,Sentadilla en pared,strength,"""Cuádriceps","""Cuádriceps, Piernas, Glúteos""",
2023 xs003,21296/Plan unique/2023_xs003.mp4,Circunduccion frontal,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 cw002,21297/Plan unique/2023_cw002.mp4,Descanso,cardio,Cuerpo completo,Cuerpo completo,
2023 oa046,21297/Plan unique/2023_oa046.mp4,Empuje de montaña,strength,"""Hombros parte delantera","""Hombros parte delantera, Hombros parte central, Tríceps""",
2023 oa048,21297/Plan unique/2023_oa048.mp4,Fondos de tríceps con piernas estiradas - Caja,strength,Tríceps,Tríceps,
2023 oa061,21297/Plan unique/2023_oa061.mp4,gemelos de pie,strength,Gemelos,Gemelos,
2023 rob057,21297/Plan unique/2023_rob057.mp4,Plancha lateral sobre manos,strength,Oblicuos,Oblicuos,21297/Plan unique/images/94001239.png
2023 rob057m,21297/Plan unique/2023_rob057m.mp4,Plancha lateral sobre manos,strength,Oblicuos,Oblicuos,21297/Plan unique/images/94001240.png
2023 sid0075,21297/Plan unique/2023_sid0075.mp4,Subir escaleras,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xc001,21297/Plan unique/2023_xc001.mp4,Planchas pectoral inclinado,strength,"""Pecho","""Pecho, Tríceps""",21297/Plan unique/images/94001243.png
2023 xl028,21297/Plan unique/2023_xl028.mp4,Adducción de pierna izquierda,strength,Abductor,Abductor,
2023 xl028m,21297/Plan unique/2023_xl028m.mp4,Adducción de cadera derecha tumbado,strength,Abductor,Abductor,
2023 xl034,21297/Plan unique/2023_xl034.mp4,Subir escalón,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas""",
2023 xl034m,21297/Plan unique/2023_xl034m.mp4,Subir escalón,strength,"""Cuádriceps","""Cuádriceps, Corvas, Glúteos""",
2023 xl038,21297/Plan unique/2023_xl038.mp4,Sentadilla en pared,strength,"""Cuádriceps","""Cuádriceps, Piernas, Glúteos""",
2023 xs001,21297/Plan unique/2023_xs001.mp4,Postura de la montaña y estiramiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cw002,21298/Plan unique/2023_cw002.mp4,Skiping,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cw003,21298/Plan unique/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 kettler064,21298/Plan unique/2023_kettler064.mp4,gemelo 1 pierna,strength,Gemelos,Gemelos,
2023 kettler064m,21298/Plan unique/2023_kettler064m.mp4,gemelo izquierdo de pie - Mancuernas,strength,Gemelos,Gemelos,
2023 oa001,21298/Plan unique/2023_oa001.mp4,Planchas,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa046,21298/Plan unique/2023_oa046.mp4,Empuje de montaña,strength,"""Hombros parte delantera","""Hombros parte delantera, Hombros parte central, Tríceps""",
2023 rob025a,21298/Plan unique/2023_rob025a.mp4,Estiramiento,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas""",
2023 sid0024,21298/Plan unique/2023_sid0024.mp4,"""Fondos de tríceps","Silla""",strength,"strength,Tríceps",
2023 sid0058,21298/Plan unique/2023_sid0058.mp4,Plancha pies elevados - Caja,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Hombros parte delantera""",
2023 xa030,21298/Plan unique/2023_xa030.mp4,Plancha con pie izquierdo en el aire,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa030m,21298/Plan unique/2023_xa030m.mp4,Plancha con un pie en el aire,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xb002,21298/Plan unique/2023_xb002.mp4,Dominadas,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps""",
2023 xc008,21298/Plan unique/2023_xc008.mp4,Planchasen bajada - Caja,strength,"""Pecho","""Pecho, Tríceps""",
2023 xl001,21298/Plan unique/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 cw002,21299/Plan unique/2023_cw002.mp4,Descanso,cardio,Cuerpo completo,Cuerpo completo,
2023 kettler076,21299/Plan unique/2023_kettler076.mp4,Salto una pierna,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Gemelos """,21299/Plan unique/images/77113155.png
2023 kettler076m,21299/Plan unique/2023_kettler076m.mp4,Salto una pierna,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Gemelos """,21299/Plan unique/images/77113154.png
2023 oa048,21299/Plan unique/2023_oa048.mp4,Fondos de tríceps con piernas estiradas - Caja,strength,Tríceps,Tríceps,
2023 oa064,21299/Plan unique/2023_oa064.mp4,Elevaciones laterales,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 sid0005,21299/Plan unique/2023_sid0005.mp4,Giro ruso,strength,Oblicuos,Oblicuos,
2023 sid0075,21299/Plan unique/2023_sid0075.mp4,Subir escaleras,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xa037,21299/Plan unique/2023_xa037.mp4,Extension de cadera completo,strength,"""Glúteos","""Glúteos, Corvas""",
2023 xa037m,21299/Plan unique/2023_xa037m.mp4,Extension de cadera completo,strength,Todos los abdominales,Todos los abdominales,
2023 xb002,21299/Plan unique/2023_xb002.mp4,Dominadas,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps""",
2023 xb003,21299/Plan unique/2023_xb003.mp4,Superman,strength,Zona lumbar,Zona lumbar,
2023 xb009,21299/Plan unique/2023_xb009.mp4,Extension de columna con manos sobre la cabeza,strength,Zona lumbar,Zona lumbar,
2023 xc004,21299/Plan unique/2023_xc004.mp4,Planchas apoyado en las rodillas,strength,"""Pecho","""Pecho, Tríceps""",
2023 xc006,21299/Plan unique/2023_xc006.mp4,Planchas contra pared,strength,"""Pecho","""Pecho, Tríceps""",
2023 xk004,21299/Plan unique/2023_xk004.mp4,gemelos desde sentadilla isometrica,strength,"""Gemelos","""Gemelos, Cuádriceps""",21299/Plan unique/images/77113165.png
2023 xl001,21299/Plan unique/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xs003,21299/Plan unique/2023_xs003.mp4,Circunduccion frontal,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 cw002,21300/Plan unique/2023_cw002.mp4,Descanso,cardio,Cuerpo completo,Cuerpo completo,
2023 cw003,21300/Plan unique/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 id0061,21300/Plan unique/2023_id0061.mp4,Burpee con sentadilla,strength,"""Pecho","""Pecho, Abdominales - Abdominales rectos, Tríceps, Hombros parte delantera""",
2023 kettler064,21300/Plan unique/2023_kettler064.mp4,gemelo 1 pierna,strength,Gemelos,Gemelos,
2023 kettler064m,21300/Plan unique/2023_kettler064m.mp4,gemelo izquierdo de pie - Mancuernas,strength,Gemelos,Gemelos,
2023 oa001,21300/Plan unique/2023_oa001.mp4,Planchas,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa046,21300/Plan unique/2023_oa046.mp4,Empuje de montaña,strength,"""Hombros parte delantera","""Hombros parte delantera, Hombros parte central, Tríceps""",
2023 oa080,21300/Plan unique/2023_oa080.mp4,Fondos de tríceps pies en alto,strength,Tríceps,Tríceps,21300/Plan unique/images/63977235.png
2023 sid0075,21300/Plan unique/2023_sid0075.mp4,Subir escaleras,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xa021,21300/Plan unique/2023_xa021.mp4,Cruce de piernas tumbado,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa037,21300/Plan unique/2023_xa037.mp4,Extension de cadera completo,strength,"""Glúteos","""Glúteos, Corvas""",
2023 xa037m,21300/Plan unique/2023_xa037m.mp4,Extension de cadera completo,strength,Todos los abdominales,Todos los abdominales,
2023 xb002,21300/Plan unique/2023_xb002.mp4,Dominadas,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps""",
2023 xb008,21300/Plan unique/2023_xb008.mp4,Extension de columna con las manos y las piernas levanta,strength,"""Zona lumbar","""Zona lumbar, Zona cervical """,
2023 xl001,21300/Plan unique/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xs001,21300/Plan unique/2023_xs001.mp4,Postura de la montaña y estiramiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cw002,21301/Plan unique/2023_cw002.mp4,Skiping,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cw003,21301/Plan unique/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 kettler064,21301/Plan unique/2023_kettler064.mp4,gemelo 1 pierna,strength,Gemelos,Gemelos,
2023 kettler064m,21301/Plan unique/2023_kettler064m.mp4,gemelo izquierdo de pie - Mancuernas,strength,Gemelos,Gemelos,
2023 oa001,21301/Plan unique/2023_oa001.mp4,Planchas,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa064,21301/Plan unique/2023_oa064.mp4,Elevaciones laterales,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 sid0024,21301/Plan unique/2023_sid0024.mp4,"""Fondos de tríceps","Silla""",strength,"strength,Tríceps",
2023 sid0170,21301/Plan unique/2023_sid0170.mp4,Pancha con un pie y una mano en el aire,strength,"""Glúteos","""Glúteos, Abdominales - Abdominales rectos, Corvas""",
2023 xc002,21301/Plan unique/2023_xc002.mp4,Planchas manos separadas,strength,"""Pecho","""Pecho, Tríceps""",
2023 xc006,21301/Plan unique/2023_xc006.mp4,Planchas contra pared,strength,"""Pecho","""Pecho, Tríceps""",
2023 xl015,21301/Plan unique/2023_xl015.mp4,Sentadilla libre tipo sumo,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar, Abductor""",
2023 xl034,21301/Plan unique/2023_xl034.mp4,Subir escalón,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas""",
2023 xl034m,21301/Plan unique/2023_xl034m.mp4,Subir escalón,strength,"""Cuádriceps","""Cuádriceps, Corvas, Glúteos""",
2023 xs001,21301/Plan unique/2023_xs001.mp4,Postura de la montaña y estiramiento,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cw002,21302/Plan unique/2023_cw002.mp4,Descanso,cardio,Cuerpo completo,Cuerpo completo,
2023 cw003,21302/Plan unique/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 id1315,21302/Plan unique/2023_id1315.mp4,Burpee con salto,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas""",
2023 kettler064,21302/Plan unique/2023_kettler064.mp4,gemelo 1 pierna,strength,Gemelos,Gemelos,
2023 kettler064m,21302/Plan unique/2023_kettler064m.mp4,gemelo izquierdo de pie - Mancuernas,strength,Gemelos,Gemelos,
2023 oa048,21302/Plan unique/2023_oa048.mp4,Fondos de tríceps con piernas estiradas - Caja,strength,Tríceps,Tríceps,21302/Plan unique/images/77113919.png
2023 oa064,21302/Plan unique/2023_oa064.mp4,Elevaciones laterales,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 rob010,21302/Plan unique/2023_rob010.mp4,Plancha lateral sobre codos,strength,"""Oblicuos","""Oblicuos, Abductor, Glúteos""",
2023 rob010m,21302/Plan unique/2023_rob010m.mp4,Plancha lateral sobre codos,strength,"""Oblicuos","""Oblicuos, Abductor, Glúteos""",
2023 rob073a,21302/Plan unique/2023_rob073a.mp4,Zancadas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas""",
2023 sid0024,21302/Plan unique/2023_sid0024.mp4,"""Fondos de tríceps","Silla""",strength,"strength,Tríceps",21302/Plan unique/images/77113922.png
2023 sid0075,21302/Plan unique/2023_sid0075.mp4,Subir escaleras,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xb002,21302/Plan unique/2023_xb002.mp4,Dominadas,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps""",
2023 xl001,21302/Plan unique/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xs003,21302/Plan unique/2023_xs003.mp4,Circunduccion frontal,strength,"""Hombros parte central","""Hombros parte central, Hombros parte trasera, Hombros parte delantera""",
2023 xz002,21302/Plan unique/2023_xz002.mp4,Superman,strength,Zona lumbar,Zona lumbar,
2023 cm001,21322/Plan unique/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,21322/Plan unique/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,21322/Plan unique/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 da002,21322/Plan unique/2023_da002.mp4,Flexion lateral,strength,"""Oblicuos","""Oblicuos, Todos los abdominales""",
2023 da002m,21322/Plan unique/2023_da002m.mp4,Flexion lateral,strength,Oblicuos,Oblicuos,
2023 impact043,21322/Plan unique/2023_impact043.mp4,Plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 kettler067,21322/Plan unique/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 pl001,21322/Plan unique/2023_pl001.mp4,Extensión de rodilla sentado,strength,Cuádriceps,Cuádriceps,
2023 xa038,21322/Plan unique/2023_xa038.mp4,Curl femoral,strength,Corvas,Corvas,
2023 xb009,21322/Plan unique/2023_xb009.mp4,Extension de columna con manos sobre la cabeza,strength,Zona lumbar,Zona lumbar,
2023 xl019,21322/Plan unique/2023_xl019.mp4,Extension de cadera,strength,"""Glúteos","""Glúteos, Corvas""",
2023 bb004,21323/Plan unique/2023_bb004.mp4,Peso muerto - Barra,strength,"""Glúteos","""Glúteos, Corvas, Zona lumbar""",
2023 cm001,21323/Plan unique/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 da002,21323/Plan unique/2023_da002.mp4,Flexion lateral,strength,"""Oblicuos","""Oblicuos, Todos los abdominales""",21323/Plan unique/images/63967570.png
2023 da002m,21323/Plan unique/2023_da002m.mp4,Flexion lateral,strength,Oblicuos,Oblicuos,21323/Plan unique/images/63967571.png
2023 id0516,21323/Plan unique/2023_id0516.mp4,Dominada con agarre neutro,strength,"""Dorsales","""Dorsales, Bíceps""",
2023 id1403,21323/Plan unique/2023_id1403.mp4,Rotación de columna de pie - Barra,strength,Oblicuos,Oblicuos,21323/Plan unique/images/63967569.png
2023 kt002,21323/Plan unique/2023_kt002.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps """,
2023 kt002m,21323/Plan unique/2023_kt002m.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps""",
2023 oa052,21323/Plan unique/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 oa084,21323/Plan unique/2023_oa084.mp4,"""Bici reclinada","Intensidad media""",cardio,"cardio,""Sistema cardiovascular, Piernas""",
2023 rob026a,21323/Plan unique/2023_rob026a.mp4,Zancadas alternado - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 xc004,21323/Plan unique/2023_xc004.mp4,Planchas apoyado en las rodillas,strength,"""Pecho","""Pecho, Tríceps""",
2023 xl001,21323/Plan unique/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xl009,21323/Plan unique/2023_xl009.mp4,Abducción de pierna derecha tumbado,strength,"""Abductor","""Abductor, Glúteos""",
2023 xl009m,21323/Plan unique/2023_xl009m.mp4,Abducción de cadera izquierda tumbado,strength,"""Abductor","""Abductor, Glúteos""",
2023 bl001,21326/Plan unique/2023_bl001.mp4,Sentadilla - Barra,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Zona lumbar, Piernas""",
2023 cm001,21326/Plan unique/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 db008,21326/Plan unique/2023_db008.mp4,Remo con mancuernas - Mancuernas,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 db012,21326/Plan unique/2023_db012.mp4,Press de Arnold - Mancuernas,strength,"""Hombros parte delantera","""Hombros parte delantera, Zona cervical, Tríceps, Hombros""",
2023 id0010,21326/Plan unique/2023_id0010.mp4,Step alto,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id0010m,21326/Plan unique/2023_id0010m.mp4,Step alto,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id1403,21326/Plan unique/2023_id1403.mp4,Rotación de columna de pie - Barra,strength,Oblicuos,Oblicuos,
2023 kettler067,21326/Plan unique/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa027,21326/Plan unique/2023_oa027.mp4,Máquina de Step,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 oa052,21326/Plan unique/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 rob011,21326/Plan unique/2023_rob011.mp4,Plancha lateral sobre codos,strength,Oblicuos,Oblicuos,
2023 rob011m,21326/Plan unique/2023_rob011m.mp4,Plancha lateral sobre codos,strength,Oblicuos,Oblicuos,
2023 xk003,21326/Plan unique/2023_xk003.mp4,gemelos - Caja,strength,Gemelos,Gemelos,
2023 xl038,21326/Plan unique/2023_xl038.mp4,Sentadilla en pared,strength,"""Cuádriceps","""Cuádriceps, Piernas, Glúteos""",
2023 bosu002,21331/Plan unique/2023_bosu002.mp4,Extension de columna- Bosu,strength,Zona lumbar,Zona lumbar,
2023 cm002,21331/Plan unique/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 ds004,21331/Plan unique/2023_ds004.mp4,Elevaciones laterales sentado - Mancuernas,strength,Hombros,Hombros,
2023 id0516,21331/Plan unique/2023_id0516.mp4,Dominada con agarre neutro,strength,"""Dorsales","""Dorsales, Bíceps""",21331/Plan unique/images/81734481.png
2023 kettler064,21331/Plan unique/2023_kettler064.mp4,gemelo 1 pierna,strength,Gemelos,Gemelos,21331/Plan unique/images/81734487.png
2023 kettler064m,21331/Plan unique/2023_kettler064m.mp4,gemelo izquierdo de pie - Mancuernas,strength,Gemelos,Gemelos,
2023 kt002,21331/Plan unique/2023_kt002.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps """,
2023 kt002m,21331/Plan unique/2023_kt002m.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps""",
2023 oa027,21331/Plan unique/2023_oa027.mp4,Máquina de Step,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 oa084,21331/Plan unique/2023_oa084.mp4,"""Bici reclinada","Intensidad media""",cardio,"cardio,""Sistema cardiovascular, Piernas""",
2023 pl001,21331/Plan unique/2023_pl001.mp4,Extensión de rodilla sentado,strength,Cuádriceps,Cuádriceps,21331/Plan unique/images/81734490.png
2023 pl001m,21331/Plan unique/2023_pl001m.mp4,Extensión de rodilla sentado,strength,Cuádriceps,Cuádriceps,21331/Plan unique/images/81734489.png
2023 rob026a,21331/Plan unique/2023_rob026a.mp4,Zancadas alternado - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",21331/Plan unique/images/81734491.png
2023 sid0005,21331/Plan unique/2023_sid0005.mp4,Giro ruso,strength,Oblicuos,Oblicuos,
2023 xa002,21331/Plan unique/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm005,21336/Plan unique/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 dl002,21336/Plan unique/2023_dl002.mp4,Sentadilla - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Zona lumbar, Piernas""",
2023 ke009,21336/Plan unique/2023_ke009.mp4,Press de hombros,strength,Hombros,Hombros,21336/Plan unique/images/81734795.png
2023 kettler067,21336/Plan unique/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa027,21336/Plan unique/2023_oa027.mp4,Máquina de Step,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",21336/Plan unique/images/81734806.png
2023 oa052,21336/Plan unique/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 sid0005,21336/Plan unique/2023_sid0005.mp4,Giro ruso,strength,Oblicuos,Oblicuos,21336/Plan unique/images/81734799.png
2023 xa021,21336/Plan unique/2023_xa021.mp4,Cruce de piernas tumbado,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa038,21336/Plan unique/2023_xa038.mp4,Curl femoral,strength,Corvas,Corvas,21336/Plan unique/images/81734804.png
2023 xa038m,21336/Plan unique/2023_xa038m.mp4,Curl femoral,strength,Corvas,Corvas,21336/Plan unique/images/81734803.png
2023 xb009,21336/Plan unique/2023_xb009.mp4,Extension de columna con manos sobre la cabeza,strength,Zona lumbar,Zona lumbar,21336/Plan unique/images/81734800.png
2023 xc006,21336/Plan unique/2023_xc006.mp4,Planchas contra pared,strength,"""Pecho","""Pecho, Tríceps""",
2023 xl009,21336/Plan unique/2023_xl009.mp4,Abducción de pierna derecha tumbado,strength,"""Abductor","""Abductor, Glúteos""",21336/Plan unique/images/81734801.png
2023 xl009m,21336/Plan unique/2023_xl009m.mp4,Abducción de cadera izquierda tumbado,strength,"""Abductor","""Abductor, Glúteos""",21336/Plan unique/images/81734802.png
2023 bb004,21342/Plan unique/2023_bb004.mp4,Peso muerto - Barra,strength,"""Glúteos","""Glúteos, Corvas, Zona lumbar""",21342/Plan unique/images/81735651.png
2023 cm002,21342/Plan unique/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,21342/Plan unique/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 eb037,21342/Plan unique/2023_eb037.mp4,Sentadillas en pared - Pelota de ejercicios,strength,"""Cuádriceps","""Cuádriceps, Glúteos """,21342/Plan unique/images/81735655.png
2023 kb020,21342/Plan unique/2023_kb020.mp4,Sentadilla - Kettlebells,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Zona lumbar, Piernas""",21342/Plan unique/images/81735654.png
2023 kt002,21342/Plan unique/2023_kt002.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps """,21342/Plan unique/images/81735644.png
2023 kt002m,21342/Plan unique/2023_kt002m.mp4,Press de hombros,strength,"""Hombros","""Hombros, Tríceps""",21342/Plan unique/images/81735643.png
2023 oa052,21342/Plan unique/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 rob030,21342/Plan unique/2023_rob030.mp4,Zancada derecha sobre la cabeza - Kettlebell,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Piernas, Tríceps""",21342/Plan unique/images/81735645.png
2023 rob030m,21342/Plan unique/2023_rob030m.mp4,Zancada a la izquierda sobre la cabeza - Kettlebell,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Piernas, Tríceps""",21342/Plan unique/images/81735646.png
2023 xa021,21342/Plan unique/2023_xa021.mp4,Cruce de piernas tumbado,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,21342/Plan unique/images/81735650.png
2023 xa030,21342/Plan unique/2023_xa030.mp4,Plancha con pie izquierdo en el aire,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa030m,21342/Plan unique/2023_xa030m.mp4,Plancha con un pie en el aire,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xc002,21342/Plan unique/2023_xc002.mp4,Planchas manos separadas,strength,"""Pecho","""Pecho, Tríceps""",
2023 xl025,21342/Plan unique/2023_xl025.mp4,Hip thrust con pierna extendida tumbado,strength,"""Glúteos","""Glúteos, Cuádriceps, Corvas""",21342/Plan unique/images/81735653.png
2023 xl025m,21342/Plan unique/2023_xl025m.mp4,Hip thrust con extension de rodilla tumbado,strength,"""Glúteos","""Glúteos, Cuádriceps, Corvas""",21342/Plan unique/images/81735652.png
2023 bl015,21347/Plan unique/2023_bl015.mp4,Sentadilla frontal - Barra,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Zona lumbar, Piernas""",21347/Plan unique/images/81736411.png
2023 cm002,21347/Plan unique/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,21347/Plan unique/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",21347/Plan unique/images/81736399.png
2023 ds004,21347/Plan unique/2023_ds004.mp4,Elevaciones laterales sentado - Mancuernas,strength,Hombros,Hombros,21347/Plan unique/images/81736400.png
2023 id0010,21347/Plan unique/2023_id0010.mp4,Step alto,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",21347/Plan unique/images/81736408.png
2023 id0010m,21347/Plan unique/2023_id0010m.mp4,Step alto,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",21347/Plan unique/images/81736407.png
2023 kettler067,21347/Plan unique/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",21347/Plan unique/images/81736403.png
2023 oa052,21347/Plan unique/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",21347/Plan unique/images/81736412.png
2023 oa083,21347/Plan unique/2023_oa083.mp4,Remo con mancuerna brazo izquierdo - Mancuernas,strength,"""Dorsales","""Dorsales, Bíceps, Dorsales, Hombros parte trasera""",21347/Plan unique/images/81736401.png
2023 oa083m,21347/Plan unique/2023_oa083m.mp4,Remos con mancuerna brazo derecho - Mancuernas,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",21347/Plan unique/images/81736402.png
2023 rob010,21347/Plan unique/2023_rob010.mp4,Plancha lateral sobre codos,strength,"""Oblicuos","""Oblicuos, Abductor, Glúteos""",21347/Plan unique/images/81736405.png
