name,path,activity,type,bodyPart,description,thumbnailUrl
2023 bc001,10011090/día 1/2023_bc001.mp4,Press de banca - Barra,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 cm005,10011090/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,10011090/día 1/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 gt001,10011090/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 herman032,10011090/día 1/2023_herman032.mp4,Extension de codo de pie - Mancuerna,strength,Tríceps,Tríceps,
2023 id0106,10011090/día 1/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id1315,10011090/día 1/2023_id1315.mp4,Burpee con salto,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas""",
2023 oa031,10011090/día 1/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 oa041,10011090/día 1/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 oa057,10011090/día 1/2023_oa057.mp4,Prensa a 45 grados,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 ozp032,10011090/día 1/2023_ozp032.mp4,Saltos - Caja,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xa029,10011090/día 1/2023_xa029.mp4,Repeticiones de plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xl001,10011090/día 1/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 cm005,10011090/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 ds001,10011090/día 2/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 gb002,10011090/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id2638,10011090/día 2/2023_id2638.mp4,Jumping jack - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Hombros parte central, Gemelos, Glúteos, Cuádriceps, Abductor""",
2023 impact147,10011090/día 2/2023_impact147.mp4,Elevaciones laterales en rotación externa - Mancuernas,strength,"""Hombros","""Hombros, Antebrazos""",10011090/día 2/images/3167082268.png
2023 ke012,10011090/día 2/2023_ke012.mp4,Balanceo - Kettlebell,strength,"""Hombros","""Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales""",
2023 oa100,10011090/día 2/2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros,Hombros,
2023 sid0001,10011090/día 2/2023_sid0001.mp4,Remo T-Bar - Barra,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps, Dorsales""",
2023 sid0002,10011090/día 2/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0012,10011090/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 cm001,10031897/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,10031897/día 1/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10031897/día 1/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,10031897/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 oa052,10031897/día 1/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xa002,10031897/día 1/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,10031897/día 1/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xc004,10031897/día 1/2023_xc004.mp4,Planchas apoyado en las rodillas,strength,"""Pecho","""Pecho, Tríceps""",
2023 cm001,10031897/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm002,10031897/día 2/2023_cm002.mp4,Entrenador elíptico,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10031897/día 2/2023_cm005.mp4,Cinta de correr,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,10031897/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 oa052,10031897/día 2/2023_oa052.mp4,Bicicleta estática,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 xa002,10031897/día 2/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xa032,10031897/día 2/2023_xa032.mp4,Bicicleta (sentado),strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 xc004,10031897/día 2/2023_xc004.mp4,Planchas apoyado en las rodillas,strength,"""Pecho","""Pecho, Tríceps""",
2023 bc001,10080627/día 1/2023_bc001.mp4,Press de banca - Barra,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 cm001,10080627/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10080627/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,10080627/día 1/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 equip007,10080627/día 1/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gl001,10080627/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id1315,10080627/día 1/2023_id1315.mp4,Burpee con salto,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas""",
2023 oa024,10080627/día 1/2023_oa024.mp4,Remo al cuello - Barra,strength,"""Hombros parte central","""Hombros parte central, Zona cervical, Hombros parte delantera, Bíceps""",
2023 ozp032,10080627/día 1/2023_ozp032.mp4,Saltos - Caja,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 sid0002,10080627/día 1/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0161,10080627/día 1/2023_sid0161.mp4,Press de banca neutra inclinado - Mancuernas,strength,"""Pecho superior","""Pecho superior, Tríceps, Hombros parte delantera, Pecho""",
2023 xa029,10080627/día 1/2023_xa029.mp4,Repeticiones de plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm001,10080627/día 2/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10080627/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,10080627/día 2/2023_cw003.mp4,Saltos de tijera,strength,Sistema cardiovascular,Sistema cardiovascular,
2023 dc001,10080627/día 2/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 gb002,10080627/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id0106,10080627/día 2/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id0254,10080627/día 2/2023_id0254.mp4,Jalón dorsal agarre supino,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id2638,10080627/día 2/2023_id2638.mp4,Jumping jack - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Hombros parte central, Gemelos, Glúteos, Cuádriceps, Abductor""",
2023 impact107,10080627/día 2/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",
2023 oa016,10080627/día 2/2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps,Bíceps,
2023 oa100,10080627/día 2/2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros,Hombros,
2023 sid0012,10080627/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 bc001,10080627/día 3/2023_bc001.mp4,Press de banca - Barra,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 cm001,10080627/día 3/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10080627/día 3/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,10080627/día 3/2023_cw003.mp4,Jumping jacks,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 equip007,10080627/día 3/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gl001,10080627/día 3/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 id1315,10080627/día 3/2023_id1315.mp4,Burpee con salto,strength,"""Abdominales - Abdominales rectos","""Abdominales - Abdominales rectos, Cuádriceps, Glúteos, Corvas""",
2023 oa024,10080627/día 3/2023_oa024.mp4,Remo al cuello - Barra,strength,"""Hombros parte central","""Hombros parte central, Zona cervical, Hombros parte delantera, Bíceps""",
2023 ozp032,10080627/día 3/2023_ozp032.mp4,Saltos - Caja,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 sid0002,10080627/día 3/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0161,10080627/día 3/2023_sid0161.mp4,Press de banca neutra inclinado - Mancuernas,strength,"""Pecho superior","""Pecho superior, Tríceps, Hombros parte delantera, Pecho""",
2023 xa029,10080627/día 3/2023_xa029.mp4,Repeticiones de plancha,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm001,10080627/día 4/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10080627/día 4/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 cw003,10080627/día 4/2023_cw003.mp4,Saltos de tijera,strength,Sistema cardiovascular,Sistema cardiovascular,
2023 dc001,10080627/día 4/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 gb002,10080627/día 4/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id0106,10080627/día 4/2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas, Zona lumbar""",
2023 id0254,10080627/día 4/2023_id0254.mp4,Jalón dorsal agarre supino,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 id2638,10080627/día 4/2023_id2638.mp4,Jumping jack - Bosu,strength,"""Sistema cardiovascular","""Sistema cardiovascular, Hombros parte central, Gemelos, Glúteos, Cuádriceps, Abductor""",
2023 impact107,10080627/día 4/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",
2023 oa016,10080627/día 4/2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps,Bíceps,
2023 oa100,10080627/día 4/2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros,Hombros,
2023 sid0012,10080627/día 4/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 bc001,10261975/día 1/2023_bc001.mp4,Press de banca - Barra,strength,"""Pecho","""Pecho, Tríceps, Hombros parte delantera""",
2023 cm005,10261975/día 1/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gc003,10261975/día 1/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,10261975/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0214,10261975/día 1/2023_id0214.mp4,Extensión de codo sobre cabeza - Polea,strength,Tríceps,Tríceps,
2023 oa040,10261975/día 1/2023_oa040.mp4,Press de banca inclinado máquina de Smith,strength,"""Pecho superior","""Pecho superior, Pecho, Tríceps, Hombros parte delantera""",10261975/día 1/images/3300026448.png
2023 oa069,10261975/día 1/2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"""Pecho","""Pecho, Tríceps, Dorsales""",
2023 sid0010,10261975/día 1/2023_sid0010.mp4,Cruces - Polea,strength,"""Pecho","""Pecho, Bíceps""",
2023 cm001,10261975/día 2/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 ds001,10261975/día 2/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 gl001,10261975/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gs001,10261975/día 2/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
2023 id1676,10261975/día 2/2023_id1676.mp4,Elevaciones frontal alternado - Mancuernas,strength,"""Hombros parte delantera","""Hombros parte delantera, Hombros""",
2023 oa057,10261975/día 2/2023_oa057.mp4,Prensa a 45 grados,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 oa100,10261975/día 2/2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros,Hombros,
2023 sid0012,10261975/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 equip007,10261975/día 3/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gb002,10261975/día 3/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 herman006,10261975/día 3/2023_herman006.mp4,Curl de bíceps inclinado - Mancuernas,strength,Bíceps,Bíceps,
2023 id0252,10261975/día 3/2023_id0252.mp4,Jalon dorsal agarre estrecho,strength,"""Dorsales","""Dorsales, Bíceps""",
2023 oa016,10261975/día 3/2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps,Bíceps,
2023 oa031,10261975/día 3/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 oa083,10261975/día 3/2023_oa083.mp4,Remo con mancuerna brazo izquierdo - Mancuernas,strength,"""Dorsales","""Dorsales, Bíceps, Dorsales, Hombros parte trasera""",
2023 sid0001,10261975/día 3/2023_sid0001.mp4,Remo T-Bar - Barra,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps, Dorsales""",10261975/día 3/images/3300026466.png
2023 sid0002,10261975/día 3/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 cm001,10268897/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 ds001,10268897/día 1/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 gl001,10268897/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,10268897/día 1/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 gs001,10268897/día 1/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
2023 id1886,10268897/día 1/2023_id1886.mp4,Biceps curl no rotation - DBs,strength,Bíceps,Bíceps,
2023 impact107,10268897/día 1/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",
2023 oa031,10268897/día 1/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 sid0012,10268897/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 cm005,10268897/día 2/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 equip007,10268897/día 2/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gb002,10268897/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 gc003,10268897/día 2/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,10268897/día 2/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 ke012,10268897/día 2/2023_ke012.mp4,Balanceo - Kettlebell,strength,"""Hombros","""Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales""",
2023 oa069,10268897/día 2/2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"""Pecho","""Pecho, Tríceps, Dorsales""",
2023 sid0002,10268897/día 2/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0022,10268897/día 2/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 sid0161,10268897/día 2/2023_sid0161.mp4,Press de banca neutra inclinado - Mancuernas,strength,"""Pecho superior","""Pecho superior, Tríceps, Hombros parte delantera, Pecho""",
2023 cm001,10274730/día 1/2023_cm001.mp4,"""Máquina de remos","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 ds001,10274730/día 1/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 gl001,10274730/día 1/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl003,10274730/día 1/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 gs001,10274730/día 1/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
2023 id1886,10274730/día 1/2023_id1886.mp4,Biceps curl no rotation - DBs,strength,Bíceps,Bíceps,10274730/día 1/images/3306868427.png
2023 impact107,10274730/día 1/2023_impact107.mp4,Senadilla con press - Mancuernas,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Hombros, Tríceps""",10274730/día 1/images/3306868421.png
2023 oa031,10274730/día 1/2023_oa031.mp4,Curl martillo,strength,Bíceps,Bíceps,
2023 sid0012,10274730/día 1/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 cm005,10274730/día 2/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 equip007,10274730/día 2/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gb002,10274730/día 2/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 gc003,10274730/día 2/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,10274730/día 2/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 ke012,10274730/día 2/2023_ke012.mp4,Balanceo - Kettlebell,strength,"""Hombros","""Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales""",
2023 oa069,10274730/día 2/2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"""Pecho","""Pecho, Tríceps, Dorsales""",10274730/día 2/images/3306868437.png
2023 sid0002,10274730/día 2/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 sid0022,10274730/día 2/2023_sid0022.mp4,Jalones en maquina,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 sid0161,10274730/día 2/2023_sid0161.mp4,Press de banca neutra inclinado - Mancuernas,strength,"""Pecho superior","""Pecho superior, Tríceps, Hombros parte delantera, Pecho""",10274730/día 2/images/3306868440.png
2023 cm005,10477844/día 1/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 ds003,10477844/día 1/2023_ds003.mp4,Press de hombros - Mancuernas,strength,Hombros,Hombros,
2023 equip017,10477844/día 1/2023_equip017.mp4,Sentadilla Hack,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gt001,10477844/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0006,10477844/día 1/2023_id0006.mp4,Sentadillas con salto,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 id2469,10477844/día 1/2023_id2469.mp4,Double 180 pivot - SB,strength,"""Oblicuos","""Oblicuos, Cuádriceps, Corvas, Gemelos, Hombros parte delantera, Bíceps""",10477844/día 1/images/3407533412.png
2023 id2625m,10477844/día 1/2023_id2625m.mp4,"""Ballast knee up","left - FB""",strength,"strength,""Oblicuos, Abdominales - Abdominales rectos, Cuádriceps, Hombros parte delantera, Corvas, Glúteos, Hombros parte central, Tríceps""",
2023 ke012,10477844/día 1/2023_ke012.mp4,Balanceo - Kettlebell,strength,"""Hombros","""Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales""",
2023 kettler067,10477844/día 1/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 sid0002,10477844/día 1/2023_sid0002.mp4,Remo en polea baja- Polea,strength,"""Zona cervical","""Zona cervical, Bíceps, Hombros parte trasera, Dorsales""",
2023 xa002,10477844/día 1/2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm005,10477844/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 ds001,10477844/día 2/2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros,Hombros,
2023 id0433,10477844/día 2/2023_id0433.mp4,Hip thrust alto,strength,"""Glúteos","""Glúteos, Cuádriceps, Zona lumbar""",
2023 id0474,10477844/día 2/2023_id0474.mp4,"""Crunch reverso lateral","Silla de capitán""",strength,"strength,""Oblicuos, Todos los abdominales""",10477844/día 2/images/3407533426.png
2023 id2950m,10477844/día 2/2023_id2950m.mp4,"""Lat pull down kneeling","right - Pulley high""",strength,"strength,""Dorsales, Bíceps""",10477844/día 2/images/3407533421.png
2023 impact124,10477844/día 2/2023_impact124.mp4,Sentadilla búlgara,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 oa016,10477844/día 2/2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps,Bíceps,
2023 sid0001,10477844/día 2/2023_sid0001.mp4,Remo T-Bar - Barra,strength,"""Zona cervical","""Zona cervical, Hombros parte trasera, Bíceps, Dorsales""",
2023 sid0010,10477844/día 2/2023_sid0010.mp4,Cruces - Polea,strength,"""Pecho","""Pecho, Bíceps""",
2023 xa023,10477844/día 2/2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos,Abdominales - Abdominales rectos,
2023 cm005,10914139/día 1/2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 dc001,10914139/día 1/2023_dc001.mp4,Aperturas - Mancuernas,strength,Pecho,Pecho,
2023 dl001,10914139/día 1/2023_dl001.mp4,Curl de bíceps de pie,strength,Bíceps,Bíceps,
2023 gc003,10914139/día 1/2023_gc003.mp4,Contractora,strength,Pecho,Pecho,
2023 gt001,10914139/día 1/2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps,Tríceps,
2023 id0395,10914139/día 1/2023_id0395.mp4,Triceps overhead extension - ST,strength,Tríceps,Tríceps,10914139/día 1/images/3620355405.png
2023 kettler057,10914139/día 1/2023_kettler057.mp4,Remo - Entrenador en suspensión,strength,"""Zona cervical","""Zona cervical, Bíceps, Dorsales, Hombros parte trasera""",10914139/día 1/images/3620355406.png
2023 kettler067,10914139/día 1/2023_kettler067.mp4,Press de banca,strength,"""Pecho","""Pecho, Tríceps""",
2023 oa041,10914139/día 1/2023_oa041.mp4,Curl de bíceps - Polea,strength,Bíceps,Bíceps,
2023 oa093,10914139/día 1/2023_oa093.mp4,Extensión de tríceps tumbado - Mancuernas,strength,Tríceps,Tríceps,
2023 cm002,10914139/día 2/2023_cm002.mp4,"""Entrenador elíptico","Intensidad baja""",cardio,"cardio,""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10914139/día 2/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 gl001,10914139/día 2/2023_gl001.mp4,Prensa de piernas sentado,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Piernas""",
2023 gl002,10914139/día 2/2023_gl002.mp4,Máquina para adductores de piernas sentado,strength,Abductor,Abductor,
2023 gl003,10914139/día 2/2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor,Abductor,
2023 gl006,10914139/día 2/2023_gl006.mp4,Curl femoral sentado,strength,Corvas,Corvas,
2023 sid0012,10914139/día 2/2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps,Cuádriceps,
2023 xl001,10914139/día 2/2023_xl001.mp4,Sentadillas autocarga,strength,"""Cuádriceps","""Cuádriceps, Glúteos, Corvas, Zona lumbar""",
2023 xl023,10914139/día 2/2023_xl023.mp4,Hip thrust sin peso,strength,"""Glúteos","""Glúteos, Corvas""",
2023 cm001,10914139/día 3/2023_cm001.mp4,Máquina de remos,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Cuerpo completo""",
2023 cm005,10914139/día 3/2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"""Sistema cardiovascular","""Sistema cardiovascular, Piernas""",
2023 equip007,10914139/día 3/2023_equip007.mp4,Pajaros en maquina,strength,Zona cervical,Zona cervical,
2023 gb002,10914139/día 3/2023_gb002.mp4,Jalon al pecho,strength,"""Dorsales","""Dorsales, Bíceps, Espalda""",
2023 gs001,10914139/día 3/2023_gs001.mp4,Máquina de press de hombros,strength,Hombros,Hombros,
